 Reporting Area,MMWR Year,MMWR Week,"Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2017","Rabies, animal, Cum 2017, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2017","Rubella, Cum 2017, flag","Rubella, Cum 2016","Rubella, Cum 2016, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2017","Rubella, congenital syndrome, Cum 2017, flag","Rubella, congenital syndrome, Cum 2016","Rubella, congenital syndrome, Cum 2016, flag",Location 1,Location 2
CALIFORNIA,2017,8,,-,0,,5,,,-,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2017,8,5,,8,,33,,39,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2017,8,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
DIST. OF COL.,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
LOUISIANA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
HAWAII,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WEST VIRGINIA,2017,8,,-,0,,3,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
KANSAS,2017,8,,-,0,,8,,1,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2017,8,,-,0,,23,,3,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2017,8,,-,0,,8,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSOURI,2017,8,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2017,8,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
RHODE ISLAND,2017,8,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2017,8,,-,0,,4,,3,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2017,8,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2017,8,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2017,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2017,9,35,,52,,114,,175,,363,,,-,0,,2,,1,,2,,,-,0,,1,,2,,,-,,
NEW ENGLAND,2017,9,1,,3,,13,,7,,34,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2017,9,10,,8,,33,,49,,58,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,9,,-,2,,11,,1,,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,9,2,,2,,8,,6,,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,9,13,,11,,24,,62,,151,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,9,1,,1,,7,,7,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,9,8,,13,,42,,41,,70,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,9,,-,1,,8,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,9,,-,0,,4,,2,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,9,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MISSISSIPPI,2017,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2017,9,1,,1,,7,,7,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
IOWA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GUAM,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2017,9,,-,1,,6,,2,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2017,9,,-,0,,5,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2017,9,,-,5,,21,,8,,35,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2017,9,2,,0,,8,,3,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
HAWAII,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2017,9,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGIN ISL.,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MASSACHUSETTS,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2017,9,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2017,9,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
TENNESSEE,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2017,9,4,,5,,10,,25,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2017,9,8,,12,,42,,35,,62,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
UTAH,2017,9,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2017,9,,-,1,,6,,4,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2017,9,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2017,9,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2017,9,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2017,9,,-,0,,4,,,-,12,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2017,9,8,,0,,9,,27,,84,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2017,9,,-,0,,4,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2017,9,1,,0,,4,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2017,9,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OHIO,2017,9,,-,0,,8,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
COLORADO,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MONTANA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
C.N.M.I.,2017,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW HAMPSHIRE,2017,9,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2017,9,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
INDIANA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEBRASKA,2017,9,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2017,9,,-,1,,3,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2017,9,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
OREGON,2017,9,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
DELAWARE,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2017,9,,-,0,,23,,3,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2017,9,10,,8,,33,,49,,58,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2017,9,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2017,9,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MICHIGAN,2017,9,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ALASKA,2017,9,,-,0,,1,,2,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2017,9,1,,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH DAKOTA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2017,10,32,,52,,114,,228,,401,,,-,0,,2,,1,,2,,,-,0,,1,,2,,,-,,
NEW ENGLAND,2017,10,4,,3,,13,,11,,37,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2017,10,11,,8,,33,,60,,61,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,10,,-,2,,11,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,10,,-,2,,8,,9,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,10,6,,11,,24,,73,,161,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,10,,-,2,,7,,11,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,10,11,,13,,42,,59,,84,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,10,,-,1,,8,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,10,,-,0,,4,,4,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,10,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH CAROLINA,2017,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2017,10,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
DIST. OF COL.,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MONTANA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2017,10,,-,0,,23,,3,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2017,10,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
IDAHO,2017,10,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2017,10,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
INDIANA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2017,10,,-,0,,4,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2017,10,,-,1,,7,,7,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2017,10,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2017,10,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2017,10,,-,0,,5,,4,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NORTH DAKOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2017,10,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGIN ISL.,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WASHINGTON,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2017,10,11,,8,,33,,60,,61,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
OHIO,2017,10,,-,0,,8,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2017,10,6,,5,,10,,31,,32,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2017,10,,-,0,,9,,32,,84,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2017,10,,-,0,,1,,4,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UTAH,2017,10,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEVADA,2017,10,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2017,10,,-,5,,21,,8,,42,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2017,10,4,,1,,3,,4,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
KANSAS,2017,10,,-,0,,8,,3,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2017,10,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
OREGON,2017,10,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2017,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2017,10,,-,1,,6,,4,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
RHODE ISLAND,2017,10,,-,0,,4,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2017,10,,-,1,,6,,2,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2017,10,11,,12,,42,,52,,72,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
MASSACHUSETTS,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
C.N.M.I.,2017,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MICHIGAN,2017,10,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GUAM,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2017,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2017,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2017,10,,-,0,,4,,,-,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2017,10,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2017,11,16,,52,,114,,269,,464,,,-,0,,2,,1,,1,,,-,0,,2,,3,,,-,,
NEW ENGLAND,2017,11,,-,4,,13,,12,,41,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2017,11,2,,8,,33,,62,,67,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,11,,-,2,,11,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,11,1,,2,,8,,10,,15,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
S. ATLANTIC,2017,11,3,,11,,24,,100,,172,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,11,,-,2,,7,,11,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,11,9,,14,,42,,68,,122,,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,11,,-,1,,8,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,11,1,,0,,4,,5,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,11,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OHIO,2017,11,,-,0,,8,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
