Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Current week","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Current week","Invasive Pneumococcal Disease§, Age LT 5, Probable, Current week, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2017","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2016","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2016, flag",Location 1,Location 2
W.S. CENTRAL,2017,7,1,,4,,13,,17,,21,,,-,0,,0,,,-,,-,,
MOUNTAIN,2017,7,4,,2,,6,,19,,27,,,-,0,,1,,,-,,-,,
PACIFIC,2017,7,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OHIO,2017,7,2,,1,,5,,12,,15,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MAINE,2017,7,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2017,7,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2017,7,1,,0,,3,,5,,3,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2017,7,2,,0,,3,,3,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2017,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
VERMONT,2017,7,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARKANSAS,2017,7,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MINNESOTA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MARYLAND,2017,7,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW HAMPSHIRE,2017,7,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2017,7,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2017,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2017,7,1,,1,,7,,5,,9,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2017,7,,-,0,,3,,4,,1,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2017,7,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW MEXICO,2017,7,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2017,7,,-,0,,2,,5,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2017,7,1,,0,,3,,2,,4,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2017,7,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2017,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ARIZONA,2017,7,3,,1,,3,,5,,16,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2017,7,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2017,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2017,7,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2017,7,,-,1,,5,,4,,8,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PUERTO RICO,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
FLORIDA,2017,7,3,,1,,5,,12,,15,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
IOWA,2017,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
GUAM,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
DELAWARE,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2017,7,2,,1,,7,,8,,6,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2017,7,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2017,7,,-,0,,2,,1,,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2017,7,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2017,7,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2017,7,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
HAWAII,2017,7,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEVADA,2017,7,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2017,7,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2017,7,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2017,7,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2017,7,,-,0,,5,,1,,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2017,7,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TEXAS,2017,7,1,,3,,9,,13,,12,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MICHIGAN,2017,7,,-,0,,4,,1,,7,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2017,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
DIST. OF COL.,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSISSIPPI,2017,7,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2017,7,,-,0,,2,,1,,3,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2017,7,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VIRGIN ISL.,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UNITED STATES,2017,8,14,,19,,34,,139,,195,,,-,0,,2,,,-,,-,,
NEW ENGLAND,2017,8,,-,1,,4,,5,,11,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,8,2,,1,,8,,13,,18,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,8,,-,0,,2,,5,,5,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,8,3,,2,,6,,22,,33,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,8,,-,1,,4,,10,,8,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2017,8,4,,4,,9,,29,,41,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,8,1,,2,,8,,15,,17,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,8,2,,4,,13,,21,,34,,,-,0,,0,,,-,,-,,
MOUNTAIN,2017,8,2,,2,,6,,23,,30,,,-,0,,1,,,-,,-,,
PACIFIC,2017,8,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
WEST VIRGINIA,2017,8,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGIN ISL.,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2017,8,1,,0,,3,,4,,8,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2017,8,,-,0,,5,,4,,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2017,8,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2017,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2017,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
CONNECTICUT,2017,8,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2017,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALASKA,2017,8,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2017,8,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2017,8,,-,0,,2,,1,,3,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2017,8,1,,0,,3,,5,,1,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSISSIPPI,2017,8,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2017,8,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
KANSAS,2017,8,,-,0,,2,,5,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2017,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2017,8,1,,1,,3,,5,,17,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2017,8,,-,0,,3,,1,,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2017,8,1,,1,,7,,6,,9,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NORTH CAROLINA,2017,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2017,8,1,,0,,3,,2,,4,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2017,8,,-,1,,7,,8,,7,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2017,8,1,,0,,2,,2,,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2017,8,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2017,8,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
C.N.M.I.,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DIST. OF COL.,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
UTAH,2017,8,,-,0,,3,,5,,3,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2017,8,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2017,8,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2017,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
HAWAII,2017,8,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEVADA,2017,8,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
OHIO,2017,8,2,,1,,5,,14,,20,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2017,8,,-,0,,3,,1,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH CAROLINA,2017,8,,-,0,,3,,3,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2017,8,1,,0,,4,,2,,7,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2017,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CALIFORNIA,2017,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2017,8,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
GEORGIA,2017,8,,-,1,,5,,5,,9,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2017,8,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,8,,-,0,,2,,5,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2017,8,2,,3,,9,,15,,20,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2017,8,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,8,3,,1,,5,,15,,16,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2017,8,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2017,8,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,9,14,,19,,34,,159,,229,,1,,0,,2,,1,,,-,,
NEW ENGLAND,2017,9,2,,1,,4,,6,,15,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,9,2,,1,,8,,15,,18,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,9,,-,0,,2,,5,,5,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,9,3,,2,,6,,28,,35,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,9,,-,1,,4,,11,,11,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2017,9,5,,4,,9,,36,,49,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,9,,-,2,,8,,16,,23,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,9,2,,4,,10,,23,,41,,1,,0,,0,,1,,,-,,
MOUNTAIN,2017,9,,-,2,,6,,23,,34,,,-,0,,1,,,-,,-,,
PACIFIC,2017,9,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OKLAHOMA,2017,9,1,,0,,3,,2,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2017,9,,-,0,,3,,5,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2017,9,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2017,9,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2017,9,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
IDAHO,2017,9,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2017,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
INDIANA,2017,9,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DIST. OF COL.,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2017,9,1,,0,,2,,3,,7,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TENNESSEE,2017,9,,-,1,,7,,8,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2017,9,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2017,9,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ALASKA,2017,9,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2017,9,,-,0,,2,,5,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2017,9,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSISSIPPI,2017,9,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2017,9,,-,0,,2,,5,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
HAWAII,2017,9,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WASHINGTON,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2017,9,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2017,9,3,,1,,4,,17,,20,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MARYLAND,2017,9,1,,0,,2,,5,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2017,9,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2017,9,1,,1,,7,,7,,9,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VIRGIN ISL.,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST VIRGINIA,2017,9,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MAINE,2017,9,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2017,9,1,,3,,10,,16,,26,,1,,0,,0,,1,,,-,"TEXAS
(31.827233, -99.423022)",
UTAH,2017,9,,-,0,,3,,5,,5,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2017,9,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2017,9,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2017,9,,-,1,,3,,5,,17,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2017,9,1,,0,,3,,3,,4,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
C.N.M.I.,2017,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
RHODE ISLAND,2017,9,1,,0,,1,,1,,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2017,9,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MICHIGAN,2017,9,,-,0,,4,,2,,7,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2017,9,,-,0,,2,,2,,4,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2017,9,,-,0,,5,,4,,8,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
FLORIDA,2017,9,2,,1,,5,,17,,16,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEVADA,2017,9,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2017,9,2,,1,,5,,8,,14,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2017,9,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,10,15,,19,,35,,185,,253,,,-,0,,2,,1,,,-,,
NEW ENGLAND,2017,10,,-,1,,4,,6,,15,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,10,2,,1,,8,,18,,25,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,10,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,10,4,,2,,6,,34,,40,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,10,,-,1,,4,,12,,11,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2017,10,4,,4,,9,,43,,53,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,10,1,,2,,8,,18,,25,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,10,2,,4,,13,,29,,45,,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,10,1,,2,,6,,23,,36,,,-,0,,1,,,-,,-,,
PACIFIC,2017,10,1,,0,,1,,2,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARKANSAS,2017,10,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2017,10,2,,1,,5,,19,,17,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2017,10,,-,0,,4,,5,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2017,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,10,1,,1,,3,,6,,18,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2017,10,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
